🏵港澳台,#genre#
CCTV-5高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhIu7pzRFNgNCowvFD_Q-nys/ts
CCTV-5+高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhFC5Ixk0iAnVIF3dUyxVQaM/ts
CCTV-6高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhAlVO-1XQck7DcOhB2HpUKw/ts
CCTV-7高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhOBKtEMNecZTEaOkgnzeGRc/ts
CCTV-8高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhObzQUT6R4FWOp0tav6Pfjo/ts
CCTV-9高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhCR0sYdNG3NZ9ZEbXYIaHTU/ts
CCTV-10高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLblHq_esSd_DmJWb1B5A1o/ts
CCTV-11高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhBbVmDyqODaAkvHstaKhv3A/ts
CCTV-12高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhFDparzGgJmmXWvdDMKooN0/ts
CCTV-13高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhCQHDHJ2AqpVCKx-KhJiedc/ts
CCTV-14高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhCarTNAm4VJ1S0ePbtjpRp4/ts
CCTV-15高清,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhAaHXxvnk4eA62Ee4nV0FkU/ts

🎐广东,#genre#
珠江台HD,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhMx2p-CgI-dH7HsSkAngIis/ts
广东体育HD,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhBqZnrNltngHnUBvIKKsqc8/ts
广东南方卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhJgDQO0jZKoqkGkxolyD_Pw/ts
广东卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhPaZae_VG6_YeD6hsjXl1Bc/ts
广西卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhHpQk8nh87fx2H7X0fukHR8/ts
江苏卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNX-WkzCX-KuDCNgDnHEakw/ts
浙江卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNUBjqsAwLQeY0jql4XJL-k/ts
深圳卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhG-4-g80wgxN42uuscmwGJ0/ts
湖北卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhFyeSB8qSzl3H9mb3MVxy_s/ts
湖南卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhKD4YvyEMAiVq8eRwOPp4dc/ts
福建东南卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhBJmmF3OgtkTgMSdIYeeEBU/ts
广东珠江,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhKU3XPdWseysrdOwXdw6oyc/ts
广东综艺,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhHC7mxM4QJRexL99Oyd7L94/ts
广东影视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhHcbUCpjhwpVkXbf3kmTd2s/ts
广东少儿,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhBGSibEOf0BYfmV7m9gfUpo/ts
广东公共,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhL3wNT0SsBFyOiapuRTaekQ/ts
广东新闻,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhFqxNmDRHgu78ARX0ZUSpgQ/ts
广东国际,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhEbCtrlNhDPvWgRMLVxHeXw/ts
广东移动,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhJPSN4iF3SfeptE4ntnVV5M/ts
广州新闻,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNxYuL10EQnipXoWRfE5i5U/ts
广州法治,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhC72e0HYx0B3r3g9i9kO3WE/ts
广州竞赛,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhA3BfPasQz6LMPy1VRu4vX0/ts
大湾区卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhJYXqwUxeO1pOBDtlI7DWIM/ts
经济科教,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhIdeaHPyr7n0Bw8wPbhv2jo/ts
南方卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhDoHQtyyk-CSaTP62eNC_bs/ts
江门综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhCW4Zuq2ePRZJwVLYUJnF0s/ts
台山综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNIRqxciwpKoWJMkIPAH-X0/ts
新会综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhPkCAmLRq2gDTmP1j7KNupA/ts
开平综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhCLXksGcKpGmBEbR_GIr_48/ts
开平生活,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhM4XF8rHFOhWxQf9BfTRB-Y/ts
鹤山综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLnv7CtC8wNLw-DdnBn-AjQ/ts
嘉佳卡通,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhEfQCbELl-d3MkRmcpFZfTw/ts
文化频道,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhJJHJuP-rDa1XHfVlwzezuQ/ts
深圳卫视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNtC3kjwRr6MhR6I_bn0UEk/ts
深圳都市,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhC4wlVOBGHrznfETikX_zPo/ts
深圳电视,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhK6ri7sX6mxL-I45hsSXP5I/ts
深圳财经,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhGjqdbqNbcfCVJGD70aQHvA/ts
深圳娱乐,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLXe8RBLGYCB__OoPEOLuwA/ts
深圳少儿,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhK7gU6BoUWfDJu6F5CQvRPo/ts
深圳公共,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhCC31Mq1n1vpH0nafQrpuIM/ts
深圳国际,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhOmjQdznh_MDkxKH0EfHT1Q/ts
深圳移动,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhL8bRmDTdgx4N-NPSuN56gE/ts
宜和购物,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhCNxgx0XDuysdbqt0jiSbC0/ts
体育健康,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNx2Xnh97OA40xjOkSkJkoo/ts
珠海综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNVIcPWuVYYbhvA5K57JieQ/ts
珠海生活,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhOZ4kMxNXvuH36gItirlLOw/ts
汕头综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhAaI38HbMlTvLUEXkaLONAE/ts
汕尾综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhIH1e2M30uGlcdv-3gjElMk/ts
汕尾公共,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhBSvkLZP95ydHAmGYeY85Ts/ts
东莞一套,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhE7SMb3CfbHWxtBrPd6iGPM/ts
东莞二套,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhMhl4meFw2Tb_MKcdrnQ76g/ts
惠州一套,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhIq7jFXZ1UpQvnU3jHfngP8/ts
惠州一套,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhDI2wjh5R3fZLs46YQAz0GQ/ts
惠州综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhAulKfGk1WYZpCridoTNSKo/ts
惠东综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhGfIYdi_Wd-DvUHpPtpjSdk/ts
惠阳综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhI7O9jiONP237QLPFBoAzXk/ts
惠阳综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhINlGo-1Lko3JWA6jC79VQQ/ts
惠阳综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLvTagJv8iXrbj5YWySHV9s/ts
海丰综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhMo27Vzayr4GJMGQY63to5U/ts
广宁综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhL4JqQ7LYozDoT958wHcVuc/ts
工布江达,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhA3qUa_A931Pk3IpQUYiYEo/ts
雷州综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhPxFr4bLlnFY7kM83qB5Yp4/ts
徐闻综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhIt4jxS-k8EUhrGvOpA8nu8/ts
遂溪综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhHrnrbMP74-WmaSyVQLfOOg/ts
英德综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhExUH_kL7LXkRBykSLfzEFY/ts
清新综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhIGzcE9gw5jRyKfAW-Fegm8/ts
清远综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhBuRbIhcCrrhd5jhq0ZvTbM/ts
普宁综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhOgjmnvb-hiZELZAJv1VRXU/ts
紫金综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhGEYuWQdWCNU4Cm83h1idT0/ts
连州综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhGvUxEHfB8UqQ2bMG1KmOw8/ts
阳春综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhBefM-FHoayGki_qmEX4Jh0/ts
阳西公共,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhFYcB-jQmAtaZfWTC2_7UdQ/ts
佛冈综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhKJpANJZEmcOHJziYz4bA5g/ts
乳源综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhH4fgz3kwXkcZhiZphSzcFE/ts
化州公共,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLKjukCkqPgNsyUqRE6c5YQ/ts
化州综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNZlrgOybuEFROcOPnueJ6g/ts
河源综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhANY5TqHkQIwnLA4afr6TiM/ts
河源公共,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhBveuaNHFnuNnh-EIejogy4/ts
肇庆综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhOzG5mOTdujgj7TOy50ngTc/ts
揭阳综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhAaZ4WiEFCSyrW7Or1-ko88/ts
湛江综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLcKBZI2klcdNdVS9Um_RNw/ts
梅州综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhNg4bOAXjt__B06q6o8pfRc/ts
云浮综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhMLCCmyTHH0JtQCCTBU2GkI/ts
茂名综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhAaw1fjSxWBic7Ie3lI1NQc/ts
韶关综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhALlFPiXLbUmh1CbL90PelU/ts
韶关综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhH9aqqJZJzNs8wLdwBSWdjw/ts
连江综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhDDoTTcAiFFOWIqsD6dqa7Y/ts
信宜综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhA9aFNkulM3-PGxEdtKkrnA/ts
乐昌综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhDQ40D7ywjLU8PVc0qCJi_I/ts
怀集综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhGJoeLMcb3FBUVby7HKtefg/ts
和平综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLzSZQxxjCFTbF2uLKs64f4/ts
东源综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhGQ9U982YnhSnGPdPeMJ8hg/ts
廉江综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhDi-Ndj88BjFrCvjXRdILeg/ts
陆河综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhLT0PrWimtpgfhLtx-RW-Yw/ts
雷州综合,http://hs.nowtv.lol:80/play/6uBoQI2qNo_pHGAdYc8QhJjtPBWXiJyvaI_2nc64Blo/ts


